105,128,"[1105488, 986912, 857503, 901062, 1070820]"
106,131,"[1029743, 8090537, 893018, 933067, 1044078]"
107,132,"[854852, 834117, 1043751, 986912, 866211]"
108,133,"[1132771, 1127831, 5569230, 866211, 1029743]"
109,134,"[823704, 5569845, 5569230, 913210, 1051323]"
110,135,"[885863, 933835, 5569374, 985999, 897954]"
111,136,"[8090521, 5569230, 8090537, 8090509, 971922]"
112,138,"[1070820, 819978, 1122358, 1127831, 1101010]"
113,139,"[834117, 8090537, 8090532, 6034857, 957736]"
114,140,"[8090521, 8090537, 1037840, 1106523, 935317]"
115,141,"[854852, 866211, 1138443, 1068292, 1023720]"
116,142,"[838186, 857503, 948670, 852856, 7139529]"
117,143,"[5569230, 1106523, 5569845, 1029743, 1044078]"
118,146,"[1029743, 878996, 1068719, 1068292, 834117]"
119,151,"[916122, 897954, 976199, 1029743, 6602697]"
120,153,"[916122, 1062128, 1122358, 897954, 1046545]"
121,156,"[1029743, 1075368, 1016800, 866211, 916122]"
122,157,"[838186, 834117, 1070820, 5585510, 1126899]"
123,158,"[871611, 1135258, 999858, 985999, 896613]"
124,159,"[1106523, 1004906, 866211, 863447, 893018]"
125,160,"[1070820, 986912, 933835, 1087102, 6034857]"
126,161,"[1051323, 957063, 1050851, 865528, 835098]"
127,162,"[1122358, 1029743, 916122, 1112238, 957951]"
128,164,"[1029743, 1081177, 957736, 871611, 839419]"
129,166,"[1075368, 1106523, 1029743, 933835, 1018740]"
130,167,"[908318, 985999, 5569230, 8090440, 1043751]"
131,168,"[1029743, 857503, 6602697, 883003, 1081177]"
132,169,"[852856, 1075368, 944139, 1016800, 1029743]"
133,171,"[1044078, 998119, 1004906, 916122, 1029743]"
134,172,"[823704, 866211, 1004906, 1027168, 12810393]"
135,174,"[1050851, 1000753, 1018740, 835098, 885863]"
136,178,"[1040807, 8090521, 1106523, 892531, 1051211]"
137,183,"[1106523, 993638, 8090440, 5568378, 986912]"
138,184,"[1075368, 874972, 871611, 999858, 999779]"
139,185,"[916122, 1029743, 844179, 8090537, 944534]"
140,187,"[983584, 866211, 5569230, 819978, 1106523]"
141,188,"[1106523, 1044078, 1025611, 8090537, 832678]"
142,190,"[1029743, 1012587, 857503, 1127831, 1018740]"
143,191,"[865456, 1029743, 1106523, 5569230, 916122]"
144,192,"[5569230, 1029743, 9835509, 866211, 6442594]"
145,193,"[1029743, 983584, 8090537, 944139, 1067695]"
146,194,"[951412, 854852, 1112238, 878996, 1024306]"
147,195,"[1029743, 844179, 1062128, 916122, 940947]"
148,196,"[1037840, 1106523, 1044078, 926905, 5569230]"
149,197,"[1126899, 838186, 892531, 1051211, 823990]"
150,198,"[1029743, 899624, 844179, 1106523, 1044078]"
151,199,"[863447, 1029743, 1106523, 5569230, 916122]"
152,200,"[823990, 832678, 983584, 1081177, 957951]"
153,201,"[838186, 6034857, 8090537, 1056509, 5569327]"
154,202,"[1029743, 8090521, 8090537, 5569230, 1020581]"
155,203,"[1029743, 5569471, 1070820, 1012587, 1004906]"
156,204,"[6034857, 872137, 1018740, 1070820, 852856]"
157,205,"[1106523, 1082185, 1026118, 910032, 1072523]"
158,208,"[1055425, 865456, 1070820, 916122, 1135258]"
159,209,"[957951, 1029743, 899624, 983584, 819978]"
160,210,"[1051323, 999779, 1106523, 1135258, 844179]"
161,211,"[832678, 1081177, 844179, 1127831, 1051211]"
162,212,"[866211, 1004906, 1029743, 8177622, 1127831]"
163,213,"[1044078, 854405, 844179, 965766, 1106523]"
164,214,"[1127831, 944836, 901062, 1055425, 999104]"
165,215,"[871611, 863447, 985999, 948670, 12810393]"
166,216,"[916122, 986912, 1018740, 871611, 896613]"
167,217,"[1029743, 5569471, 897954, 1040807, 916122]"
168,218,"[1097001, 1112238, 12302069, 844179, 986912]"
169,219,"[1127831, 854852, 866211, 1132771, 1024306]"
170,220,"[852856, 866211, 823704, 933067, 1006184]"
171,221,"[1043751, 1018740, 1137775, 819978, 935317]"
172,222,"[999779, 866211, 5585510, 916122, 878996]"
173,224,"[1106523, 5569230, 1037840, 1056509, 1038663]"
174,225,"[1029743, 857503, 1020581, 1004906, 985999]"
175,226,"[1029743, 933067, 832678, 844179, 865456]"
176,227,"[890695, 1029743, 1106523, 5569230, 916122]"
177,228,"[5569471, 8177622, 1126899, 866211, 957736]"
178,230,"[1029743, 8090532, 8090537, 913210, 916122]"
179,232,"[1029743, 1016800, 913210, 5569230, 1044078]"
180,233,"[1029743, 1106523, 5569230, 916122, 844179]"
181,235,"[983584, 1070820, 1127831, 1062128, 916122]"
182,236,"[1126899, 944836, 5569845, 916122, 1029743]"
183,239,"[948670, 1044078, 1018740, 844179, 993638]"
184,240,"[1106523, 926905, 1029743, 1106523, 5569230]"
185,241,"[5569845, 863447, 957736, 5569230, 957951]"
186,242,"[1029743, 1081177, 971922, 854852, 1137775]"
187,243,"[1126899, 6034857, 930118, 866211, 878996]"
188,244,"[834117, 913210, 1127831, 965267, 866211]"
189,245,"[1044078, 1132771, 1029743, 823990, 1106523]"
190,246,"[1070820, 9245106, 12301405, 940947, 1029743]"
191,247,"[930118, 986912, 8090537, 901062, 1127831]"
192,248,"[1029743, 913210, 1126899, 1062002, 946995]"
193,249,"[1029743, 916122, 1044078, 5569230, 983584]"
194,250,"[1029743, 1056509, 1128016, 1101010, 1022097]"
195,251,"[1070820, 907631, 874972, 1040807, 1075368]"
196,252,"[1025611, 1029743, 1106523, 5569230, 916122]"
197,253,"[1106523, 1044078, 1012587, 965267, 933835]"
198,254,"[1106523, 1029743, 1106523, 5569230, 916122]"
199,256,"[10344585, 5568378, 948670, 5569327, 1004906]"
200,257,"[1106523, 1038663, 863447, 993638, 999779]"
201,258,"[1070820, 1029743, 866211, 1044078, 872137]"
202,259,"[8090537, 940947, 1062128, 834117, 878996]"
203,260,"[1081177, 849202, 1070820, 971922, 865456]"
204,262,"[971922, 1040807, 1004906, 933835, 1101010]"
205,263,"[1029743, 1044078, 910032, 940947, 5585510]"
206,264,"[926905, 1132771, 1127831, 1018740, 1087102]"
207,265,"[8090536, 844179, 857503, 901062, 957736]"
208,266,"[1126899, 5569471, 999104, 916122, 7139529]"
209,267,"[1106523, 902172, 1029743, 1106523, 5569230]"
210,268,"[8090521, 5569230, 902172, 12302069, 866211]"
211,269,"[5569845, 899624, 1004906, 948670, 871756]"
212,270,"[8090521, 986912, 8090537, 5569230, 5569471]"
213,271,"[8090532, 986912, 1018740, 1137775, 819978]"
214,273,"[8090521, 1106523, 1044078, 5569230, 12301109]"
215,274,"[993638, 8090440, 1029743, 1106523, 5569230]"
216,275,"[1106523, 1050851, 5585510, 832678, 1023720]"
217,276,"[944534, 1051323, 993638, 999779, 8090509]"
218,278,"[902172, 971922, 1025611, 1138443, 844179]"
219,280,"[1106523, 844179, 1044078, 1000753, 999270]"
220,281,"[1070820, 854852, 999104, 5585510, 831628]"
221,282,"[916122, 957736, 5569374, 901062, 1029743]"
222,283,"[940947, 1127831, 1070820, 5569471, 866211]"
223,284,"[1029743, 819978, 935317, 8090521, 1075368]"
224,285,"[1070702, 1044078, 899624, 944534, 1020581]"
225,286,"[866211, 1081177, 901062, 834117, 872137]"
226,287,"[1106523, 5568729, 1004906, 5569845, 863447]"
227,288,"[1070820, 1026118, 866211, 1081177, 1082185]"
228,289,"[909714, 1006184, 909268, 854852, 1042438]"
229,290,"[1012587, 1029743, 907631, 1013928, 999779]"
230,291,"[1106523, 5568378, 1127831, 983584, 839419]"
231,292,"[8090521, 986912, 1013928, 913210, 8090509]"
232,294,"[1106523, 834117, 983584, 1050851, 838186]"
233,297,"[1075368, 874972, 1029743, 1128016, 916122]"
234,300,"[1106523, 944534, 916122, 1029743, 899624]"
235,301,"[1029743, 874972, 1127831, 1023720, 885863]"
236,302,"[1027168, 892531, 5569327, 866211, 907631]"
237,303,"[5569230, 854852, 8090509, 1040807, 901062]"
238,304,"[1029743, 1044078, 1106523, 1051211, 933067]"
239,305,"[8090532, 957951, 1055425, 944836, 957736]"
240,306,"[1044078, 1029743, 5569374, 844179, 944534]"
241,307,"[993638, 12810393, 1135258, 916122, 831628]"
242,308,"[5569230, 916122, 957736, 1018740, 908318]"
243,311,"[1106523, 866211, 878996, 944137, 1029743]"
244,312,"[866211, 872137, 985999, 835098, 916122]"
245,314,"[872137, 1106523, 893018, 844179, 865528]"
246,316,"[1044078, 866211, 933835, 1025611, 1068719]"
247,317,"[1029743, 983584, 885863, 844179, 854852]"
248,318,"[5569230, 1106523, 12301100, 1044078, 935317]"
249,321,"[1126899, 878996, 944836, 1056509, 1070702]"
250,322,"[1070820, 1040807, 819978, 885863, 908318]"
251,323,"[937292, 1126899, 907631, 944139, 1029743]"
252,324,"[1070820, 901062, 5585510, 878996, 1042438]"
253,325,"[1029743, 5569471, 5569230, 885863, 999858]"
254,326,"[8090521, 8090537, 852856, 1029743, 1106523]"
255,327,"[844179, 907631, 1013928, 1068292, 1106523]"
256,328,"[1070820, 878996, 933835, 892531, 951412]"
257,329,"[944836, 1127831, 854852, 948670, 1029743]"
258,330,"[986912, 1004906, 916122, 1067695, 952163]"
259,331,"[1029743, 1070820, 1051211, 9835509, 916122]"
260,332,"[1070820, 1029743, 965267, 866211, 5569374]"
261,333,"[944534, 1044078, 1106523, 897954, 986912]"
262,334,"[1029743, 1082185, 1106523, 1062002, 1127831]"
263,338,"[1004906, 1026118, 1029743, 1082185, 1106523]"
264,339,"[1106523, 1044078, 865456, 999779, 1056509]"
265,342,"[823704, 935317, 1029743, 832678, 899624]"
266,343,"[866211, 7139529, 951412, 871611, 5569845]"
267,345,"[6602697, 1029743, 940947, 897954, 916122]"
268,346,"[1101010, 1029743, 835098, 819978, 986912]"
269,347,"[1029743, 5569471, 5568729, 998119, 1126899]"
270,348,"[899624, 1025611, 986912, 993638, 5585510]"
271,349,"[1126899, 1043751, 1106523, 5569471, 5569374]"
272,350,"[1106523, 944137, 916122, 885863, 1044078]"
273,351,"[865456, 1044078, 1106523, 995896, 838186]"
274,353,"[839656, 1127831, 1023720, 899624, 866211]"
275,354,"[916122, 1050851, 849202, 1106523, 971922]"
276,356,"[1075368, 834117, 1029743, 986912, 913210]"
277,357,"[1126899, 1122358, 916122, 866211, 1062128]"
278,358,"[5569230, 1106523, 5568489, 872137, 998119]"
279,360,"[839419, 1020581, 952163, 5568378, 1029743]"
280,361,"[1044078, 1101010, 1056509, 844179, 1106523]"
281,362,"[1127831, 986912, 993638, 930118, 1050851]"
282,364,"[1106523, 844179, 1004906, 916122, 8090537]"
283,365,"[1062128, 1132771, 1000753, 1023720, 965267]"
284,366,"[1044078, 1106523, 844179, 831628, 8090521]"
285,367,"[6442594, 1070820, 5569471, 933835, 8177622]"
286,369,"[878996, 1044078, 983584, 871756, 899624]"
287,371,"[1029743, 957736, 1087102, 844179, 866211]"
288,373,"[1106523, 896862, 1050851, 1029743, 1106523]"
289,374,"[1029743, 993638, 1081177, 901062, 1037840]"
290,375,"[1029743, 8090532, 852856, 1106523, 1029743]"
291,376,"[986912, 993638, 1044078, 1050851, 844179]"
292,377,"[1126899, 1029743, 880150, 839419, 899624]"
293,378,"[1070702, 863447, 948670, 844179, 944534]"
294,380,"[965766, 1106523, 5569230, 1004906, 854852]"
295,381,"[1075368, 1029743, 1128016, 933835, 1051323]"
296,382,"[1127831, 1029743, 5569374, 5569471, 1029743]"
297,383,"[1126899, 916122, 944836, 890695, 12810393]"
298,384,"[1126899, 5569471, 1112238, 944139, 1127831]"
299,385,"[1087102, 1122358, 1126899, 951412, 909714]"
300,386,"[1029743, 1004906, 1044078, 1106523, 844179]"
301,387,"[1126899, 8090536, 916122, 1127831, 933835]"
302,388,"[1029743, 893018, 854405, 913210, 844179]"
303,389,"[1126899, 1127831, 10344585, 9835509, 8090536]"
304,390,"[5569230, 1040807, 993638, 1029743, 5585510]"
305,392,"[951412, 916122, 940947, 1112238, 5569230]"
306,393,"[1029743, 1044078, 1013928, 838186, 916122]"
307,394,"[1029743, 986912, 1026118, 901062, 948670]"
308,395,"[5569230, 1029743, 854852, 957951, 1081177]"
309,396,"[1075368, 1087102, 831628, 1070702, 866211]"
310,397,"[1126899, 1050851, 916122, 1087102, 998119]"
311,398,"[1029743, 8090521, 1043751, 1122358, 1022097]"
312,400,"[1029743, 8090536, 998119, 1081177, 1004906]"
313,401,"[993638, 986912, 6602697, 913210, 6442594]"
314,402,"[1000237, 1029743, 838186, 849202, 844179]"
315,404,"[831628, 951412, 1004906, 908318, 6034857]"
316,405,"[948670, 916122, 935317, 854852, 1087102]"
317,406,"[1029743, 951412, 871611, 1127831, 1070820]"
318,407,"[8090521, 1097001, 1037840, 902172, 896613]"
319,409,"[1070820, 916122, 844179, 854852, 8090532]"
320,410,"[1044078, 871611, 1029743, 948650, 1132771]"
321,411,"[1106523, 5569374, 5569471, 823704, 1029743]"
322,412,"[986912, 8065410, 944534, 863447, 5569230]"
323,413,"[986912, 1106523, 5569230, 854852, 1026118]"
324,414,"[1029743, 940947, 916122, 1044078, 8090521]"
325,415,"[1029743, 1106523, 5569230, 916122, 844179]"
326,417,"[1029743, 1127831, 866211, 871611, 844179]"
327,418,"[1029743, 940947, 971922, 1018740, 913210]"
328,420,"[897954, 1029743, 916122, 878996, 995965]"
329,421,"[1029743, 986912, 866211, 857503, 823704]"
330,425,"[1106523, 1044078, 1070820, 5569327, 5568378]"
331,426,"[951412, 1070702, 863447, 995965, 1000237]"
332,427,"[1082185, 1029743, 986912, 993638, 5569471]"
333,429,"[948670, 1029743, 1056509, 878996, 854852]"
334,430,"[5569230, 1029743, 1106523, 1132771, 1127831]"
335,432,"[1029743, 1044078, 1075368, 844179, 1004906]"
336,433,"[1106523, 1082185, 1068292, 1105488, 866211]"
337,434,"[1068292, 1044078, 999270, 5568378, 940947]"
338,435,"[5569230, 5569471, 8090521, 8090536, 1029743]"
339,437,"[1101010, 993638, 948670, 913210, 844179]"
340,438,"[1070820, 6034857, 844179, 866211, 916122]"
341,441,"[933835, 6602697, 12810393, 834117, 1122358]"
342,442,"[1126899, 863447, 1127831, 9245106, 857503]"
343,443,"[5569230, 857503, 5569845, 1106523, 899624]"
344,446,"[957951, 1029743, 1106523, 5569230, 916122]"
345,447,"[926905, 1029743, 1012587, 878996, 865528]"
346,449,"[1029743, 965766, 940947, 1012587, 8177622]"
347,450,"[878996, 933835, 993638, 823990, 844179]"
348,451,"[1044078, 1070820, 1068292, 1026118, 916122]"
349,454,"[5569230, 1029743, 1026118, 844179, 5585510]"
350,457,"[1029743, 1051323, 1050851, 871756, 957063]"
351,458,"[993638, 1126899, 866211, 1004906, 1044078]"
352,459,"[986912, 12301405, 999270, 1029743, 1106523]"
353,460,"[1106523, 1127831, 1081177, 1029743, 1106523]"
354,461,"[916122, 976199, 952163, 1004906, 863447]"
355,462,"[1029743, 854852, 1018740, 897954, 944534]"
356,463,"[1106523, 5569471, 5569230, 965267, 866211]"
357,464,"[993638, 5569374, 8065410, 999270, 1029743]"
358,466,"[1068719, 1025611, 844179, 1072523, 1119761]"
359,467,"[1106523, 1025611, 1072523, 1044078, 8090537]"
360,468,"[1106523, 1044078, 844179, 7139529, 1122358]"
361,469,"[1127831, 1070820, 5569230, 849202, 854852]"
362,470,"[1004906, 823704, 12810393, 899624, 896862]"
363,471,"[8090537, 999104, 986912, 1127831, 993638]"
364,474,"[1029743, 831628, 1068292, 916122, 823704]"
365,477,"[1126899, 1044078, 1029743, 940947, 1068719]"
366,478,"[1029743, 1106523, 5569230, 916122, 844179]"
367,479,"[1037840, 1106523, 1044078, 893018, 907631]"
368,480,"[5569471, 916122, 857503, 854852, 1081177]"
369,482,"[910673, 1044078, 5585510, 937292, 8090537]"
370,483,"[1106523, 1122358, 8090536, 5569374, 999779]"
371,484,"[1050851, 849202, 913210, 839656, 976199]"
372,485,"[1029743, 1044078, 957736, 899624, 5569471]"
373,487,"[1029743, 1106523, 5569230, 916122, 844179]"
374,489,"[986912, 901062, 1087102, 878996, 1023720]"
375,491,"[1126899, 916122, 1024306, 901062, 878996]"
376,493,"[1029743, 916122, 1068719, 1004906, 849202]"
377,495,"[1029743, 8090521, 1106523, 838186, 8090537]"
378,497,"[1070820, 1027168, 838186, 1029743, 926905]"
379,502,"[1029743, 1044078, 1068292, 1042438, 893018]"
380,503,"[1070820, 8090536, 6034857, 1127831, 985999]"
381,505,"[874972, 1029743, 1106523, 5569230, 916122]"
382,506,"[916122, 1027168, 834117, 1062128, 1029743]"
383,507,"[1126899, 9245106, 845307, 916122, 5585510]"
384,508,"[1004906, 1101010, 1025611, 863447, 1044078]"
385,510,"[1127831, 866211, 901062, 985999, 1070820]"
386,511,"[1029743, 1044078, 986912, 899624, 834117]"
387,513,"[1018740, 5569471, 844179, 1132771, 986912]"
388,514,"[1127831, 866211, 878996, 1062002, 909714]"
389,515,"[8090521, 1106523, 5585510, 5569230, 7139529]"
390,516,"[1068719, 1126899, 5568489, 1029743, 1106523]"
391,517,"[1126899, 872137, 1062128, 1081177, 951412]"
392,518,"[1075368, 844179, 1106523, 1137775, 933835]"
393,520,"[1106523, 8090537, 5569845, 1043751, 1101010]"
394,521,"[1127831, 8090440, 1024306, 1106523, 857503]"
395,523,"[1029743, 1043751, 9835509, 866211, 916122]"
396,524,"[1082185, 1106523, 930118, 878996, 1023720]"
397,525,"[883003, 1040807, 1004906, 1127831, 971922]"
398,526,"[5569230, 1044078, 1029743, 1062128, 8090521]"
399,527,"[1051211, 845307, 901062, 1128016, 866211]"
400,531,"[5569230, 1075368, 1012587, 866211, 1029743]"
401,533,"[999779, 899624, 5585510, 863447, 8090537]"
402,534,"[986912, 832678, 1029743, 1106523, 5569230]"
403,537,"[1072523, 907631, 1137775, 916122, 885863]"
404,538,"[1070820, 916122, 866211, 1127831, 985999]"
405,539,"[834117, 1012587, 5569230, 1006184, 1128016]"
406,540,"[1000237, 916122, 866211, 878996, 1081177]"
407,542,"[1106523, 1050851, 916122, 823704, 1075368]"
408,543,"[12301405, 1000753, 8090521, 907631, 944534]"
409,544,"[1127831, 1006184, 866211, 1004906, 12810393]"
410,545,"[6034857, 986912, 1040807, 12810393, 852856]"
411,547,"[1029743, 1012587, 8177622, 1004906, 834117]"
412,548,"[916122, 849202, 965267, 1044078, 1018740]"
413,550,"[835098, 899624, 1029743, 1043751, 993638]"
414,552,"[1106523, 899624, 916122, 999779, 1038663]"
415,553,"[849202, 1040807, 1075368, 845307, 1029743]"
416,554,"[1106523, 982469, 1018740, 1070820, 8090537]"
417,556,"[1029743, 1044078, 834117, 1012587, 874972]"
418,557,"[5569471, 1126899, 1127831, 857503, 834117]"
419,558,"[1106523, 1044078, 844179, 893018, 5585510]"
420,560,"[1029743, 999104, 1004906, 933835, 916122]"
421,562,"[957951, 1029743, 8090536, 832678, 8090521]"
422,563,"[1029743, 8090521, 1087102, 885863, 1027168]"
423,564,"[1127831, 1018740, 834117, 1081177, 5569230]"
424,566,"[993638, 1029743, 986912, 1101010, 878996]"
425,567,"[986912, 1044078, 993638, 844179, 8090509]"
426,568,"[1106523, 1038663, 1025611, 5585510, 1012587]"
427,569,"[1029743, 1062128, 866211, 999104, 1127831]"
428,570,"[1029743, 874972, 866211, 1004906, 5569230]"
429,574,"[1029743, 933835, 1050851, 6034857, 5569374]"
430,575,"[1000237, 1106523, 6034857, 5569230, 5569374]"
431,576,"[986912, 1127831, 1105488, 965267, 849202]"
432,577,"[1127831, 1070820, 878996, 1056509, 999104]"
433,578,"[8090521, 854405, 944836, 1127831, 1000237]"
434,579,"[916122, 948670, 5569230, 852856, 1016800]"
435,580,"[1056509, 1122358, 940947, 1029743, 1106523]"
436,581,"[1126899, 1070820, 8177622, 5569471, 983584]"
437,582,"[5569230, 1029743, 5568489, 8090509, 5569471]"
438,583,"[1037840, 1013928, 5569230, 880150, 12302069]"
439,586,"[1029743, 5569230, 865456, 8090521, 933835]"
440,587,"[1106523, 1029743, 1106523, 5569230, 916122]"
441,588,"[1050851, 1106523, 866211, 1127831, 933835]"
442,590,"[1106523, 916122, 1044078, 944534, 965766]"
443,591,"[1106523, 933067, 926905, 854852, 5569230]"
444,593,"[1106523, 854852, 866211, 5569374, 1029743]"
445,594,"[8090537, 1106523, 8090521, 823704, 1044078]"
446,595,"[1029743, 1106523, 5569845, 1112238, 1004906]"
447,596,"[8090537, 8090521, 1106523, 871611, 1119761]"
448,598,"[8090532, 965766, 6034857, 916122, 1000237]"
449,600,"[1029743, 5569230, 5569845, 916122, 5569471]"
450,602,"[1029743, 1027168, 998119, 944139, 12302069]"
451,603,"[1106523, 1051323, 1029743, 933067, 12301405]"
452,604,"[5569374, 1127831, 885863, 909714, 866211]"
453,605,"[1106523, 948670, 890695, 1127831, 1004906]"
454,606,"[1029743, 916122, 5569230, 5568729, 1004906]"
455,608,"[1106523, 1013928, 933067, 1044078, 910673]"
456,609,"[5569230, 1122358, 1106523, 8090532, 944139]"
457,610,"[878996, 5585510, 1122358, 1006184, 5569327]"
458,611,"[8177622, 1029743, 8090536, 878996, 1122358]"
459,612,"[1029743, 910032, 8090537, 999714, 5568378]"
460,613,"[5569845, 893018, 8177622, 957063, 5569230]"
461,614,"[1029743, 965766, 8090537, 902172, 883003]"
462,615,"[857503, 1029743, 1106523, 5569230, 916122]"
463,617,"[1070820, 12810393, 1126899, 854852, 854405]"
464,618,"[1037840, 8090521, 986912, 1106523, 1070820]"
465,621,"[1132771, 12301405, 844179, 885863, 1101010]"
466,622,"[1106523, 986912, 965766, 999104, 1038663]"
467,623,"[1029743, 1101010, 8090532, 885863, 1044078]"
